Avg change of Net Size,Avg change of  RGGR max,Avg change of  RGGR min,Avg change of  ETB max,Avg change of  ETB min
0.0,-1.669970067526456e-05,-5.0526540428249015e-06,5.576441102756887e-05,4.855889724310779e-05
