Avg change of Net Size,Avg change of  RGGR max,Avg change of  RGGR min,Avg change of  ETB max,Avg change of  ETB min
0.0,-4.8527444603572455e-05,-1.6192467202805543e-05,3.7907268170426066e-05,3.07017543859649e-05
