Avg change of Net Size,Avg change of  RGGR max,Avg change of  RGGR min,Avg change of  ETB max,Avg change of  ETB min
0.0,-1.5117962389634193e-05,-8.332958382715142e-06,7.675438596491222e-05,6.829573934837089e-05
