Net ID#, Size, Fitness, Red-Green to Grey Ratio, Effective Total Benefits, Avg Degree
12,50,0.8669724770642202,2.424928356816901,9.58,1.96
35,50,0.8545665217124528,2.1181574316636227,10.74,1.96
25,50,0.7241991074378937,2.2156900074469714,9.2,2.0
20,50,0.6815637750194186,2.2805720208583975,8.56,2.0
15,50,0.6455607755025212,2.0256239417617117,9.3,2.0
24,50,0.6168111909280395,1.9649808438895118,9.3,1.96
6,50,0.607507718296853,1.717971845835622,10.24,1.96
22,50,0.5905001089507633,2.073972449978641,8.62,1.96
21,50,0.586066377922831,2.267814942195746,7.78,2.0
17,50,0.5727584444506253,1.949465481199226,8.98,2.0
27,50,0.546606705788659,1.9233299938795279,8.86,1.96
19,50,0.5279028551889744,1.9854743252963052,8.44,1.96
14,50,0.5176580495343582,2.133193393294012,7.74,2.0
18,50,0.4981930135229773,1.8550741011654315,8.72,1.96
0,50,0.4773736309740422,2.1111128594487725,7.48,2.0
33,50,0.47535493514583926,2.0584749959362956,7.68,2.04
16,50,0.4691737542206367,1.9438392833516662,8.1,2.0
5,50,0.4659421700799988,2.0918378147480308,7.46,2.0
30,50,0.46354502154449084,1.912614397985914,8.18,2.04
9,50,0.454762432751116,1.952144454272936,7.94,2.0
28,50,0.42198098616160584,1.762047435297536,8.44,2.0
32,50,0.3952221431818539,1.7443072922949074,8.28,2.0
10,50,0.3832776417944069,2.0432561891153207,6.94,2.0
34,50,0.37903415608669877,1.7972445597058595,7.92,1.96
26,50,0.354718056202051,1.8136848602557305,7.64,2.0
38,50,0.3494846097950922,1.9719746670598055,6.94,2.0
2,50,0.338796953918477,1.765587678799416,7.7,2.04
13,50,0.3186065847328645,1.7568648113152756,7.56,1.96
36,50,0.3106062789930006,1.8948044129932669,6.92,1.96
31,50,0.2789380388563437,1.566754365569818,8.0,2.04
1,50,0.2676954744884908,1.663989089498915,7.5,1.96
39,50,0.24061712085347356,1.6552509281224443,7.3,1.96
3,50,0.22554910040433074,1.623467114465229,7.3,2.0
8,50,0.14291135666808247,1.5604280721372519,6.84,2.0
23,50,0.14155106000482562,1.6398042401205677,6.5,1.96
4,50,0.13920740901689052,1.5526151293330588,6.84,2.0
37,50,0.13754789671381454,1.6507120315708272,6.42,1.96
29,50,0.1352630868687744,1.5297812363972005,6.9,1.96
7,50,0.11859513637277799,1.6204098632033068,6.38,1.96
11,50,0.09862385321100921,1.3702505454716378,7.24,1.96
14,50,0.7913580246913581,2.334835056584281,11.14,2.16
5,50,0.7903095427780128,1.8661023530992566,14.02,2.2
20,50,0.7575369088149891,2.2623644286569977,11.04,2.92
27,50,0.7516644834127482,1.7097953143534645,14.36,2.16
13,50,0.7509700414839715,1.7370990980124097,14.18,2.92
35,50,0.7475014692081299,1.7959634734553962,13.76,2.2
38,50,0.7396330277455472,1.9209591533337667,12.86,2.92
22,50,0.7185857926908026,2.2055712648204895,10.76,2.16
6,50,0.7137843546014428,1.684933411273969,13.9,2.24
28,50,0.7042802374698021,2.0580499694663774,11.44,2.2
4,50,0.6895800688519251,1.6506140716195898,13.72,2.92
26,50,0.6889802924872771,2.2574105632929142,9.96,2.16
1,50,0.6786040098692587,1.4924039080301694,14.52,2.84
2,50,0.6753076332325687,1.5484836330343794,14.12,2.44
9,50,0.6723841189020459,1.5699446554851049,13.94,3.2
30,50,0.6721806735660334,1.5046913280255583,14.34,2.28
39,50,0.6692380663216771,2.011502785999689,11.16,2.2
32,50,0.6568888072106599,1.6069930010164222,13.46,2.92
25,50,0.6545560559478829,1.4843823651782317,14.18,2.48
34,50,0.6474449115750018,2.119415547472821,10.14,2.2
7,50,0.6428475646613148,1.6607967110289088,12.9,2.96
36,50,0.6427456339028492,1.8838137552685261,11.52,2.92
0,50,0.6421740526261149,2.060295724227611,10.42,2.2
10,50,0.6418219468362221,1.4639482074836758,14.1,2.2
33,50,0.6398518510213655,1.9894887920816706,10.82,3.68
16,50,0.6383871513957969,1.5520251463736452,13.5,2.2
21,50,0.6379504924967934,1.651196691838097,12.88,2.16
23,50,0.6267617498859905,1.5344970915774514,13.42,2.2
15,50,0.6132489958649031,1.8744543382314265,11.1,2.16
12,50,0.6060554320781122,1.4834584689999277,13.4,2.16
8,50,0.5983518629158654,1.5085702065467168,13.12,2.2
18,50,0.5913800629072405,1.5873760813527267,12.52,2.88
17,50,0.5911494904816617,1.4832196108882065,13.16,2.2
19,50,0.5584346010397913,1.4977846657164187,12.54,2.2
31,50,0.5465274104903337,1.350077867720888,13.26,2.2
3,50,0.5059071424148066,1.2371335338955474,13.3,2.96
24,50,0.32716049382716056,1.0242537574656807,11.72,2.64
37,50,0.24805817749149553,1.6744545744932737,6.42,1.96
29,50,0.23572381674082693,1.5968201645126527,6.7,1.96
11,50,0.19504453539373806,1.42223708636079,7.12,1.96
6,50,0.9360730593607307,0.9375623075134001,16.42,2.88
28,50,0.8722282970989346,0.8282247709602483,16.98,2.88
35,50,0.8523343220701722,0.9284236899754141,15.78,2.88
14,50,0.828293714661233,0.8453327467171354,16.42,2.84
18,50,0.8281517695292249,0.8842855158648066,16.02,2.88
24,50,0.8191279514389391,0.9195452611210723,15.58,2.84
19,50,0.7648375633877054,0.8359670544880562,15.96,2.92
20,50,0.7594718813449925,0.8020698257475232,16.26,2.8
1,50,0.7578048115534073,0.8006432711964326,16.26,2.88
4,50,0.7558041866991927,0.76181076149865,16.64,3.2
16,50,0.7505336396187197,0.8667084773416192,15.52,2.84
23,50,0.7441600227190249,0.8964212209542326,15.16,2.84
39,50,0.719466666059952,0.8518459386055022,15.4,2.84
7,50,0.6990323858698302,0.7835632929943638,15.92,2.92
2,50,0.6978826652066269,0.8548667826323553,15.18,2.92
3,50,0.6922011516187894,0.7894399005033512,15.8,2.88
22,50,0.6879474107630397,0.8561334883651348,15.08,2.84
10,50,0.681172831423791,0.8288454769764921,15.3,2.92
12,50,0.6614275690810969,0.8353934886607663,15.06,2.88
34,50,0.6586373532271996,0.8544966584897427,14.84,2.88
17,50,0.6568115534184529,0.7904154981713377,15.48,2.84
38,50,0.6390905174191089,0.8690293159200643,14.52,2.88
25,50,0.6306485227218455,0.8403144542702381,14.74,3.28
8,50,0.6095912133530922,0.8945825075920715,14.0,2.88
11,50,0.5936413259687134,0.837952119437526,14.44,2.88
9,50,0.5927481443633567,0.7922524303962013,14.9,2.88
26,50,0.5888400752989603,0.7810933480065849,14.98,2.88
0,50,0.5680941782437818,0.8102296319505148,14.5,2.88
31,50,0.5675569596709807,0.7843716672691715,14.76,2.8
37,50,0.5363530184886349,0.7420399571336105,14.92,2.84
27,50,0.5294460920169526,0.8084168575015505,14.18,2.92
13,50,0.5183499526887616,0.8594866699716897,13.56,2.88
32,50,0.5018804803888802,0.8610230125033407,13.4,2.92
21,50,0.49577090835281545,0.7835075591610631,14.14,2.88
5,50,0.4881320827069206,0.7632948370022278,14.28,2.92
29,50,0.4331535662329302,0.7436002693237894,14.0,2.88
30,50,0.4239010839862566,0.7434975290456127,13.92,2.84
15,50,0.278538812785388,0.5096994314984634,15.04,3.36
33,50,0.2437418430529972,0.5443952565724867,14.38,3.36
36,50,0.1783131734140864,0.6622866059150657,12.6,3.04
7,50,0.9680605564871183,0.9395148463304668,17.94,2.92
2,50,0.9438050110504763,0.9093482982348128,17.96,2.84
30,50,0.9331140635988117,0.9059635016582348,17.88,2.92
27,50,0.9330647313891798,0.9326899279724385,17.64,2.96
22,50,0.9026220968047902,0.8306716706953083,18.24,2.96
26,50,0.8852925160887851,0.9312381354752103,17.16,2.96
17,50,0.8758476089249525,0.8868815792239765,17.46,2.92
36,50,0.8720930232558142,0.9428197930649322,16.92,2.96
38,50,0.8706708716261563,0.8920793214985594,17.36,2.84
25,50,0.8607736901526386,0.9186238667942368,17.02,2.84
32,50,0.8455091702926714,0.9010440341525604,17.02,2.92
16,50,0.8398794093003469,0.916879722218746,16.82,2.92
14,50,0.8303239646348748,0.8657000519064753,17.18,2.96
23,50,0.8245645151183313,0.899241874509503,16.82,3.0
13,50,0.8236296847550449,0.8312071466580704,17.42,2.92
20,50,0.8224163580235088,0.8498972141920227,17.24,2.88
21,50,0.8182017060751776,0.8517390967848207,17.18,2.96
18,50,0.79531491174662,0.861091836142073,16.86,2.96
3,50,0.7939183201015594,0.8148446750164343,17.26,2.92
6,50,0.7924489929790465,0.8600231533833482,16.84,2.92
28,50,0.7815373349084658,0.867543852774181,16.66,2.96
12,50,0.7755825522660171,0.79595968620277,17.24,2.88
9,50,0.7728819054395323,0.9022143085389083,16.26,2.92
0,50,0.7603867404216923,0.8811280744412366,16.32,2.84
8,50,0.7594242373988318,0.8844834530983392,16.28,3.0
24,50,0.7518058018282551,0.8645497741727247,16.38,2.88
29,50,0.7384659791003874,0.8514185122817297,16.36,3.0
39,50,0.7364589795965353,0.8022364202499291,16.78,2.96
31,50,0.7302719165964822,0.8799245045622662,16.02,2.92
34,50,0.6996348747764612,0.8781195069911399,15.72,3.0
19,50,0.69841627001062,0.9168909268236579,15.36,2.84
11,50,0.6884830769894096,0.7871584246820621,16.42,2.96
1,50,0.6862287227448265,0.9251741477146517,15.16,2.84
37,50,0.6790772677757624,0.800877252672061,16.2,2.96
5,50,0.6686084262390701,0.8914895951044812,15.28,2.88
4,50,0.6305415712358611,0.8699681511203372,15.08,2.84
35,50,0.607607956178727,0.8881947150777857,14.68,2.92
15,50,0.3892509593666717,0.8152724075316203,13.08,2.96
10,50,0.2480620155038761,0.36698010721338536,15.64,3.6
33,50,0.18549621644862524,0.49356673931844725,13.86,3.36
17,50,0.9317696739569501,1.1163019749976268,17.9,3.08
30,50,0.8950671236042482,0.9938934477631726,18.18,2.84
16,50,0.8864181639829098,1.0933807473260608,17.68,2.88
5,50,0.8790780553347539,1.0679927113452283,17.74,3.08
13,50,0.8742199117777212,1.1100773341742098,17.52,2.88
29,50,0.8644067796610169,1.1623469866793568,17.22,3.92
36,50,0.8615349477467624,1.0625043334055528,17.64,2.84
4,50,0.8529783687672874,1.030628567265726,17.72,3.12
32,50,0.8495881228173598,1.034255800161105,17.68,3.12
35,50,0.8449215340361147,1.0585084355076588,17.54,3.08
28,50,0.8309775443436153,1.0769373850151878,17.36,2.88
19,50,0.8208958826943153,1.0834272070160536,17.26,3.08
24,50,0.7782090861539502,1.0919930141898109,16.92,3.04
31,50,0.7752974990448722,1.1462722825430711,16.66,2.92
7,50,0.7615825696646612,0.9473949636803894,17.44,3.12
38,50,0.7573877573037042,1.1311255804962896,16.6,3.08
39,50,0.7478999917900204,1.0433364407466832,16.92,3.08
3,50,0.7449624879270433,0.9252488621816739,17.42,3.04
18,50,0.7331691940999421,1.1058510392224945,16.54,3.12
27,50,0.7312396543156912,1.12996270955081,16.42,2.84
9,50,0.7240635719611146,1.0458846203544732,16.74,3.08
23,50,0.7196719989856917,1.1023228745815148,16.46,2.88
14,50,0.7086238126894393,1.0936564660895918,16.42,2.84
25,50,0.6835288031214563,1.039765676769843,16.48,3.08
22,50,0.6777128123311782,1.0667079993545705,16.32,3.08
34,50,0.6706264131909476,1.0371923800559484,16.4,4.0
37,50,0.6668907574876668,1.0447999856770471,16.34,2.92
26,50,0.6666652759121361,0.9083917664613692,16.94,2.92
21,50,0.6652556668527361,0.9378729801064328,16.8,2.96
6,50,0.6638921102786397,0.9538234995749987,16.72,3.04
8,50,0.653029798023611,1.0860366012931433,16.06,3.04
20,50,0.6525833469091318,1.1306686407104616,15.86,2.88
15,50,0.6501977903548462,0.9409091319179872,16.68,3.12
2,50,0.63559437526543,1.0943257190633269,15.9,2.88
11,50,0.6181171483757791,0.9846409825201893,16.26,3.08
