Avg change of Net Size,Avg change of  RGGR max,Avg change of  RGGR min,Avg change of  ETB max,Avg change of  ETB min
0.0,-3.7118714444842154e-05,-1.6142464991149205e-05,3.571428571428579e-05,2.537593984962403e-05
